Month,Outlet_ID,Outlet_Type,Region,Product_ID,Brand,Manufacturer,Units,Sales_Value,Transaction_Type,Territory_ID
2023-03-01,OUT00064,Independent Pharmacy,Canal,P0007,ArthroRelief,Eta Pharma,95,17468.87,Sell-in,T005
2023-03-01,OUT00027,Chain Pharmacy,Cairo,P0008,Dermacare,Theta Pharma,136,23766.55,Sell-in,T010
2023-03-01,OUT00023,Hospital,Cairo,P0009,LipiControl,Iota Pharma,491,15225.95,Sell-in,T015
2023-03-01,OUT00088,Chain Pharmacy,Alexandria,P0003,Respira,Gamma Pharma,375,55377.18,Sell-in,T004
2023-03-01,OUT00060,Independent Pharmacy,Cairo,P0004,PainFree,Delta Pharma,427,77930.68,Sell-in,T027
2023-03-01,OUT00086,Independent Pharmacy,Alexandria,P0010,GastroEase,Kappa Pharma,699,117439.26,Sell-in,T022
2023-03-01,OUT00059,Clinic,Delta,P0005,Infecto,Epsilon Pharma,315,46199.63,Sell-in,T011
2023-03-01,OUT00044,Hospital,Delta,P0003,Respira,Gamma Pharma,881,135738.19,Sell-in,T027
2023-03-01,OUT00033,Chain Pharmacy,Upper Egypt,P0005,Infecto,Epsilon Pharma,47,5090.04,Sell-in,T012
2023-03-01,OUT00035,Independent Pharmacy,Delta,P0003,Respira,Gamma Pharma,640,38488.95,Sell-in,T003
2023-04-01,OUT00004,Chain Pharmacy,Alexandria,P0006,NeuroCalm,Zeta Pharma,888,116322.47,Sell-in,T015
2023-04-01,OUT00036,Hospital,Cairo,P0004,PainFree,Delta Pharma,805,101041.92,Sell-in,T007
2023-04-01,OUT00055,Hospital,Delta,P0005,Infecto,Epsilon Pharma,353,28728.6,Sell-in,T020
2023-04-01,OUT00064,Hospital,Canal,P0007,ArthroRelief,Eta Pharma,147,8265.62,Sell-in,T014
2023-04-01,OUT00034,Clinic,Alexandria,P0003,Respira,Gamma Pharma,779,142202.74,Sell-in,T024
2023-04-01,OUT00104,Chain Pharmacy,Giza,P0010,GastroEase,Kappa Pharma,728,134891.59,Sell-in,T002
2023-04-01,OUT00038,Clinic,Alexandria,P0004,PainFree,Delta Pharma,534,94526.45,Sell-in,T024
2023-04-01,OUT00062,Independent Pharmacy,Delta,P0008,Dermacare,Theta Pharma,252,34952.81,Sell-in,T003
2023-04-01,OUT00042,Chain Pharmacy,Cairo,P0008,Dermacare,Theta Pharma,318,12651.42,Sell-in,T001
2023-04-01,OUT00116,Independent Pharmacy,Alexandria,P0008,Dermacare,Theta Pharma,105,3266.71,Sell-in,T018
2023-04-01,OUT00017,Clinic,Giza,P0003,Respira,Gamma Pharma,601,35445.97,Sell-in,T012
2023-04-01,OUT00027,Independent Pharmacy,Upper Egypt,P0007,ArthroRelief,Eta Pharma,758,61027.73,Sell-in,T011
2023-04-01,OUT00074,Clinic,Alexandria,P0006,NeuroCalm,Zeta Pharma,294,38701.15,Sell-in,T005
2023-04-01,OUT00072,Independent Pharmacy,Upper Egypt,P0010,GastroEase,Kappa Pharma,757,39614.9,Sell-in,T012
2023-04-01,OUT00120,Independent Pharmacy,Delta,P0003,Respira,Gamma Pharma,892,149289.98,Sell-in,T014
2023-04-01,OUT00084,Independent Pharmacy,Alexandria,P0001,CardioSafe,Alpha Pharma,684,112419.02,Sell-in,T006
2023-04-01,OUT00005,Independent Pharmacy,Giza,P0007,ArthroRelief,Eta Pharma,780,123929.4,Sell-in,T025
2023-04-01,OUT00058,Chain Pharmacy,Delta,P0001,CardioSafe,Alpha Pharma,163,13929.39,Sell-in,T021
2023-04-01,OUT00035,Hospital,Cairo,P0004,PainFree,Delta Pharma,395,36820.03,Sell-in,T019
2023-04-01,OUT00115,Chain Pharmacy,Cairo,P0008,Dermacare,Theta Pharma,459,61425.82,Sell-in,T028
2023-04-01,OUT00110,Chain Pharmacy,Canal,P0009,LipiControl,Iota Pharma,642,90334.61,Sell-in,T020
2023-04-01,OUT00057,Clinic,Delta,P0004,PainFree,Delta Pharma,867,69042.09,Sell-in,T002
2023-04-01,OUT00086,Independent Pharmacy,Alexandria,P0007,ArthroRelief,Eta Pharma,622,112301.21,Sell-in,T008
2023-04-01,OUT00101,Hospital,Alexandria,P0006,NeuroCalm,Zeta Pharma,35,6609.32,Sell-in,T022
2023-04-01,OUT00008,Hospital,Canal,P0005,Infecto,Epsilon Pharma,568,84813.28,Sell-in,T030
2023-04-01,OUT00108,Chain Pharmacy,Giza,P0009,LipiControl,Iota Pharma,158,19572.02,Sell-in,T008
2023-04-01,OUT00047,Clinic,Upper Egypt,P0010,GastroEase,Kappa Pharma,98,14012.29,Sell-in,T017
2023-04-01,OUT00053,Hospital,Giza,P0008,Dermacare,Theta Pharma,427,57805.15,Sell-in,T019
2023-04-01,OUT00112,Chain Pharmacy,Canal,P0009,LipiControl,Iota Pharma,716,124390.64,Sell-in,T011
2023-04-01,OUT00037,Hospital,Cairo,P0002,GlucoMax,Beta Pharma,857,118505.13,Sell-in,T023
2023-04-01,OUT00109,Independent Pharmacy,Canal,P0004,PainFree,Delta Pharma,332,59975.8,Sell-in,T009
2023-04-01,OUT00078,Clinic,Alexandria,P0005,Infecto,Epsilon Pharma,509,18117.28,Sell-in,T030
2023-04-01,OUT00024,Clinic,Delta,P0005,Infecto,Epsilon Pharma,888,135693.13,Sell-in,T006
2023-04-01,OUT00051,Hospital,Upper Egypt,P0004,PainFree,Delta Pharma,658,122562.1,Sell-in,T006
2023-04-01,OUT00025,Hospital,Delta,P0006,NeuroCalm,Zeta Pharma,305,32516.26,Sell-in,T026
2023-04-01,OUT00023,Clinic,Delta,P0003,Respira,Gamma Pharma,364,46876.39,Sell-in,T011
2023-04-01,OUT00033,Independent Pharmacy,Alexandria,P0003,Respira,Gamma Pharma,345,9215.55,Sell-in,T023
2023-04-01,OUT00066,Chain Pharmacy,Alexandria,P0008,Dermacare,Theta Pharma,436,70678.45,Sell-in,T008
2023-04-01,OUT00018,Clinic,Cairo,P0004,PainFree,Delta Pharma,881,118342.04,Sell-in,T022
2023-04-01,OUT00031,Chain Pharmacy,Canal,P0004,PainFree,Delta Pharma,139,25165.99,Sell-in,T004
2023-04-01,OUT00063,Independent Pharmacy,Alexandria,P0001,CardioSafe,Alpha Pharma,187,14759.95,Sell-in,T010
2023-04-01,OUT00044,Hospital,Cairo,P0003,Respira,Gamma Pharma,232,20608.59,Sell-in,T017
2023-04-01,OUT00012,Hospital,Alexandria,P0002,GlucoMax,Beta Pharma,451,63732.82,Sell-in,T008
2023-04-01,OUT00093,Independent Pharmacy,Upper Egypt,P0001,CardioSafe,Alpha Pharma,318,28457.54,Sell-in,T023
2023-04-01,OUT00095,Hospital,Delta,P0006,NeuroCalm,Zeta Pharma,731,117028.32,Sell-in,T018
2023-04-01,OUT00117,Independent Pharmacy,Cairo,P0010,GastroEase,Kappa Pharma,509,72544.01,Sell-in,T007
2023-04-01,OUT00094,Hospital,Upper Egypt,P0004,PainFree,Delta Pharma,311,38999.02,Sell-in,T002
2023-04-01,OUT00097,Clinic,Giza,P0007,ArthroRelief,Eta Pharma,553,84811.36,Sell-in,T004
2023-04-01,OUT00077,Hospital,Alexandria,P0005,Infecto,Epsilon Pharma,862,116118.59,Sell-in,T014
2023-04-01,OUT00054,Independent Pharmacy,Delta,P0008,Dermacare,Theta Pharma,254,40682.03,Sell-in,T001
2023-04-01,OUT00028,Clinic,Alexandria,P0001,CardioSafe,Alpha Pharma,776,49118.84,Sell-in,T020
2023-04-01,OUT00022,Hospital,Alexandria,P0006,NeuroCalm,Zeta Pharma,308,34197.8,Sell-in,T026
2023-04-01,OUT00103,Chain Pharmacy,Alexandria,P0004,PainFree,Delta Pharma,298,16529.66,Sell-in,T001
2023-04-01,OUT00100,Independent Pharmacy,Delta,P0005,Infecto,Epsilon Pharma,209,12257.3,Sell-in,T024
2023-04-01,OUT00052,Hospital,Alexandria,P0007,ArthroRelief,Eta Pharma,759,143945.52,Sell-in,T020
2023-04-01,OUT00011,Clinic,Canal,P0004,PainFree,Delta Pharma,211,15369.45,Sell-in,T019
2023-04-01,OUT00085,Independent Pharmacy,Cairo,P0008,Dermacare,Theta Pharma,263,45221.16,Sell-in,T021
2023-04-01,OUT00067,Clinic,Delta,P0004,PainFree,Delta Pharma,451,18687.38,Sell-in,T008
2023-04-01,OUT00082,Independent Pharmacy,Giza,P0007,ArthroRelief,Eta Pharma,308,20181.77,Sell-in,T015
2023-04-01,OUT00081,Independent Pharmacy,Giza,P0010,GastroEase,Kappa Pharma,87,3570.62,Sell-in,T017
2023-04-01,OUT00048,Clinic,Delta,P0007,ArthroRelief,Eta Pharma,75,8325.2,Sell-in,T019
2023-04-01,OUT00061,Hospital,Giza,P0002,GlucoMax,Beta Pharma,382,21854.26,Sell-in,T026
2023-04-01,OUT00089,Hospital,Cairo,P0010,GastroEase,Kappa Pharma,101,9893.3,Sell-in,T002
2023-04-01,OUT00019,Hospital,Upper Egypt,P0009,LipiControl,Iota Pharma,339,50769.45,Sell-in,T030
2023-04-01,OUT00045,Hospital,Upper Egypt,P0002,GlucoMax,Beta Pharma,217,27244.76,Sell-in,T018
2023-04-01,OUT00021,Chain Pharmacy,Alexandria,P0009,LipiControl,Iota Pharma,130,13563.35,Sell-in,T005
2023-04-01,OUT00049,Clinic,Giza,P0003,Respira,Gamma Pharma,38,5628.41,Sell-in,T002
2023-04-01,OUT00111,Chain Pharmacy,Alexandria,P0007,ArthroRelief,Eta Pharma,665,64418.37,Sell-in,T001
2023-04-01,OUT00098,Clinic,Upper Egypt,P0008,Dermacare,Theta Pharma,227,29534.31,Sell-in,T014
2023-04-01,OUT00075,Chain Pharmacy,Delta,P0002,GlucoMax,Beta Pharma,779,93819.34,Sell-in,T026
2023-04-01,OUT00040,Hospital,Canal,P0007,ArthroRelief,Eta Pharma,430,55515.65,Sell-in,T015
2023-04-01,OUT00009,Hospital,Alexandria,P0006,NeuroCalm,Zeta Pharma,490,79544.33,Sell-in,T019
2023-04-01,OUT00099,Independent Pharmacy,Alexandria,P0005,Infecto,Epsilon Pharma,495,54636.3,Sell-in,T014
2023-04-01,OUT00056,Independent Pharmacy,Canal,P0004,PainFree,Delta Pharma,832,82670.92,Sell-in,T020
2023-04-01,OUT00002,Independent Pharmacy,Giza,P0009,LipiControl,Iota Pharma,24,686.09,Sell-in,T014
2023-04-01,OUT00106,Independent Pharmacy,Alexandria,P0006,NeuroCalm,Zeta Pharma,535,89780.46,Sell-in,T009
2023-04-01,OUT00060,Independent Pharmacy,Alexandria,P0002,GlucoMax,Beta Pharma,612,18920.12,Sell-in,T018
2023-04-01,OUT00065,Hospital,Cairo,P0008,Dermacare,Theta Pharma,623,45917.0,Sell-in,T022
2023-04-01,OUT00080,Clinic,Delta,P0006,NeuroCalm,Zeta Pharma,133,14286.14,Sell-in,T005
2023-04-01,OUT00032,Hospital,Delta,P0004,PainFree,Delta Pharma,666,57335.9,Sell-in,T028
2023-05-01,OUT00018,Clinic,Canal,P0002,GlucoMax,Beta Pharma,833,103949.51,Sell-in,T017
2023-05-01,OUT00033,Clinic,Canal,P0005,Infecto,Epsilon Pharma,858,32467.53,Sell-in,T017
2023-05-01,OUT00030,Clinic,Alexandria,P0010,GastroEase,Kappa Pharma,538,90231.76,Sell-in,T010
2023-05-01,OUT00040,Independent Pharmacy,Giza,P0006,NeuroCalm,Zeta Pharma,232,28350.61,Sell-in,T026
2023-05-01,OUT00049,Independent Pharmacy,Giza,P0008,Dermacare,Theta Pharma,755,113180.03,Sell-in,T026
2023-05-01,OUT00037,Independent Pharmacy,Delta,P0003,Respira,Gamma Pharma,846,106981.62,Sell-in,T027
2023-05-01,OUT00070,Independent Pharmacy,Giza,P0002,GlucoMax,Beta Pharma,734,32540.09,Sell-in,T011
2023-05-01,OUT00114,Hospital,Upper Egypt,P0004,PainFree,Delta Pharma,814,50880.35,Sell-in,T009
2023-05-01,OUT00113,Independent Pharmacy,Canal,P0008,Dermacare,Theta Pharma,704,29425.68,Sell-in,T023
2023-05-01,OUT00078,Hospital,Canal,P0001,CardioSafe,Alpha Pharma,855,122077.51,Sell-in,T006
2023-05-01,OUT00041,Chain Pharmacy,Alexandria,P0007,ArthroRelief,Eta Pharma,168,16790.39,Sell-in,T028
2023-05-01,OUT00107,Hospital,Upper Egypt,P0008,Dermacare,Theta Pharma,442,54265.4,Sell-in,T014
2023-05-01,OUT00056,Clinic,Cairo,P0009,LipiControl,Iota Pharma,468,49759.05,Sell-in,T009
2023-05-01,OUT00092,Chain Pharmacy,Giza,P0003,Respira,Gamma Pharma,758,60677.73,Sell-in,T016
2023-05-01,OUT00059,Independent Pharmacy,Upper Egypt,P0010,GastroEase,Kappa Pharma,739,139582.71,Sell-in,T013
2023-05-01,OUT00038,Independent Pharmacy,Alexandria,P0010,GastroEase,Kappa Pharma,524,36986.29,Sell-in,T002
2023-05-01,OUT00031,Clinic,Delta,P0006,NeuroCalm,Zeta Pharma,723,19560.59,Sell-in,T023
2023-05-01,OUT00100,Independent Pharmacy,Delta,P0008,Dermacare,Theta Pharma,231,28034.06,Sell-in,T008
2023-05-01,OUT00120,Chain Pharmacy,Upper Egypt,P0010,GastroEase,Kappa Pharma,812,76250.13,Sell-in,T015
2023-05-01,OUT00098,Independent Pharmacy,Cairo,P0002,GlucoMax,Beta Pharma,731,113773.91,Sell-in,T001
2023-05-01,OUT00111,Chain Pharmacy,Alexandria,P0006,NeuroCalm,Zeta Pharma,417,72833.8,Sell-in,T012
2023-05-01,OUT00020,Chain Pharmacy,Canal,P0003,Respira,Gamma Pharma,312,18816.24,Sell-in,T015
2023-05-01,OUT00023,Clinic,Delta,P0003,Respira,Gamma Pharma,281,19296.0,Sell-in,T014
2023-05-01,OUT00068,Clinic,Cairo,P0010,GastroEase,Kappa Pharma,515,39990.16,Sell-in,T005
2023-05-01,OUT00102,Hospital,Delta,P0008,Dermacare,Theta Pharma,308,24253.15,Sell-in,T020
2023-05-01,OUT00006,Chain Pharmacy,Upper Egypt,P0002,GlucoMax,Beta Pharma,709,26448.49,Sell-in,T026
2023-05-01,OUT00044,Clinic,Upper Egypt,P0002,GlucoMax,Beta Pharma,337,23793.19,Sell-in,T002
2023-05-01,OUT00052,Independent Pharmacy,Upper Egypt,P0004,PainFree,Delta Pharma,797,120216.19,Sell-in,T006
2023-05-01,OUT00087,Independent Pharmacy,Alexandria,P0001,CardioSafe,Alpha Pharma,692,91678.82,Sell-in,T024
2023-05-01,OUT00116,Hospital,Cairo,P0005,Infecto,Epsilon Pharma,462,27122.47,Sell-in,T001
2023-05-01,OUT00072,Hospital,Canal,P0001,CardioSafe,Alpha Pharma,684,70658.89,Sell-in,T027
2023-05-01,OUT00061,Chain Pharmacy,Alexandria,P0008,Dermacare,Theta Pharma,521,63209.85,Sell-in,T001
2023-05-01,OUT00086,Hospital,Delta,P0006,NeuroCalm,Zeta Pharma,892,149509.72,Sell-in,T018
2023-05-01,OUT00101,Independent Pharmacy,Upper Egypt,P0007,ArthroRelief,Eta Pharma,222,11286.6,Sell-in,T011
2023-05-01,OUT00091,Chain Pharmacy,Giza,P0009,LipiControl,Iota Pharma,350,61896.27,Sell-in,T020
2023-05-01,OUT00104,Clinic,Upper Egypt,P0003,Respira,Gamma Pharma,224,25832.38,Sell-in,T027
2023-05-01,OUT00012,Independent Pharmacy,Upper Egypt,P0008,Dermacare,Theta Pharma,725,54371.02,Sell-in,T029
2023-05-01,OUT00022,Independent Pharmacy,Alexandria,P0002,GlucoMax,Beta Pharma,83,6002.72,Sell-in,T024
2023-05-01,OUT00058,Clinic,Upper Egypt,P0008,Dermacare,Theta Pharma,261,24528.11,Sell-in,T018
2023-05-01,OUT00080,Hospital,Delta,P0005,Infecto,Epsilon Pharma,213,14839.56,Sell-in,T011
2023-05-01,OUT00112,Clinic,Cairo,P0003,Respira,Gamma Pharma,217,8359.85,Sell-in,T004
2023-05-01,OUT00057,Hospital,Giza,P0004,PainFree,Delta Pharma,276,42533.89,Sell-in,T009
2023-05-01,OUT00045,Chain Pharmacy,Cairo,P0008,Dermacare,Theta Pharma,89,11720.98,Sell-in,T002
2023-05-01,OUT00042,Independent Pharmacy,Giza,P0010,GastroEase,Kappa Pharma,210,37889.86,Sell-in,T027
2023-05-01,OUT00026,Hospital,Canal,P0008,Dermacare,Theta Pharma,403,51122.79,Sell-in,T018
2023-05-01,OUT00062,Chain Pharmacy,Delta,P0007,ArthroRelief,Eta Pharma,41,4779.73,Sell-in,T010
2023-05-01,OUT00109,Chain Pharmacy,Delta,P0009,LipiControl,Iota Pharma,743,74499.79,Sell-in,T013
2023-05-01,OUT00084,Independent Pharmacy,Cairo,P0007,ArthroRelief,Eta Pharma,698,100339.15,Sell-in,T005
2023-05-01,OUT00007,Independent Pharmacy,Delta,P0003,Respira,Gamma Pharma,88,15434.99,Sell-in,T024
2023-05-01,OUT00035,Independent Pharmacy,Giza,P0007,ArthroRelief,Eta Pharma,597,87184.47,Sell-in,T011
2023-05-01,OUT00060,Hospital,Delta,P0005,Infecto,Epsilon Pharma,795,145935.44,Sell-in,T018
2023-05-01,OUT00095,Clinic,Delta,P0003,Respira,Gamma Pharma,182,15632.45,Sell-in,T021
2023-05-01,OUT00025,Clinic,Upper Egypt,P0009,LipiControl,Iota Pharma,344,53645.26,Sell-in,T028
2023-05-01,OUT00064,Chain Pharmacy,Cairo,P0010,GastroEase,Kappa Pharma,419,18283.83,Sell-in,T010
2023-05-01,OUT00011,Clinic,Giza,P0002,GlucoMax,Beta Pharma,663,73525.89,Sell-in,T001
2023-05-01,OUT00065,Chain Pharmacy,Delta,P0007,ArthroRelief,Eta Pharma,696,82472.14,Sell-in,T001
2023-05-01,OUT00005,Hospital,Alexandria,P0009,LipiControl,Iota Pharma,418,23475.48,Sell-in,T012
2023-05-01,OUT00024,Clinic,Cairo,P0008,Dermacare,Theta Pharma,217,24205.64,Sell-in,T019
2023-05-01,OUT00001,Independent Pharmacy,Alexandria,P0004,PainFree,Delta Pharma,895,119200.11,Sell-in,T026
2023-05-01,OUT00082,Hospital,Upper Egypt,P0002,GlucoMax,Beta Pharma,806,132692.94,Sell-in,T022
2023-05-01,OUT00003,Independent Pharmacy,Upper Egypt,P0010,GastroEase,Kappa Pharma,230,43430.32,Sell-in,T015
2023-05-01,OUT00009,Hospital,Cairo,P0004,PainFree,Delta Pharma,164,24405.74,Sell-in,T025
2023-05-01,OUT00119,Independent Pharmacy,Delta,P0008,Dermacare,Theta Pharma,712,18120.73,Sell-in,T015
2023-05-01,OUT00050,Hospital,Upper Egypt,P0009,LipiControl,Iota Pharma,719,82041.2,Sell-in,T030
2023-05-01,OUT00105,Clinic,Canal,P0004,PainFree,Delta Pharma,703,82585.41,Sell-in,T002
2023-05-01,OUT00055,Clinic,Delta,P0003,Respira,Gamma Pharma,524,84415.69,Sell-in,T020
2023-05-01,OUT00021,Independent Pharmacy,Canal,P0005,Infecto,Epsilon Pharma,239,28568.25,Sell-in,T008
2023-05-01,OUT00076,Chain Pharmacy,Alexandria,P0006,NeuroCalm,Zeta Pharma,788,149389.1,Sell-in,T004
2023-05-01,OUT00089,Clinic,Cairo,P0004,PainFree,Delta Pharma,786,132934.02,Sell-in,T003
2023-05-01,OUT00032,Clinic,Giza,P0009,LipiControl,Iota Pharma,384,40471.04,Sell-in,T005
2023-05-01,OUT00028,Independent Pharmacy,Upper Egypt,P0010,GastroEase,Kappa Pharma,824,42562.59,Sell-in,T004
2023-05-01,OUT00110,Independent Pharmacy,Canal,P0001,CardioSafe,Alpha Pharma,705,88256.21,Sell-in,T024
2023-05-01,OUT00083,Clinic,Delta,P0003,Respira,Gamma Pharma,383,18567.74,Sell-in,T017
2023-05-01,OUT00054,Hospital,Giza,P0007,ArthroRelief,Eta Pharma,564,30139.75,Sell-in,T026
2023-05-01,OUT00079,Chain Pharmacy,Giza,P0001,CardioSafe,Alpha Pharma,139,16985.35,Sell-in,T026
2023-05-01,OUT00046,Clinic,Delta,P0001,CardioSafe,Alpha Pharma,207,34723.44,Sell-in,T011
2023-05-01,OUT00074,Hospital,Cairo,P0004,PainFree,Delta Pharma,533,15321.98,Sell-in,T027
2023-05-01,OUT00073,Clinic,Cairo,P0002,GlucoMax,Beta Pharma,588,81447.25,Sell-in,T014
2023-05-01,OUT00015,Clinic,Giza,P0005,Infecto,Epsilon Pharma,414,24603.27,Sell-in,T026
2023-05-01,OUT00069,Chain Pharmacy,Giza,P0010,GastroEase,Kappa Pharma,508,62273.63,Sell-in,T025
2023-06-01,OUT00070,Independent Pharmacy,Cairo,P0003,Respira,Gamma Pharma,65,4438.67,Sell-in,T013
2023-06-01,OUT00043,Clinic,Cairo,P0006,NeuroCalm,Zeta Pharma,356,28171.18,Sell-in,T013
2023-06-01,OUT00090,Independent Pharmacy,Cairo,P0005,Infecto,Epsilon Pharma,742,117904.7,Sell-in,T030
2023-06-01,OUT00093,Clinic,Upper Egypt,P0007,ArthroRelief,Eta Pharma,92,6824.59,Sell-in,T016
2023-06-01,OUT00118,Hospital,Giza,P0009,LipiControl,Iota Pharma,819,122183.95,Sell-in,T004
2023-06-01,OUT00012,Hospital,Delta,P0005,Infecto,Epsilon Pharma,34,2896.66,Sell-in,T004
2023-06-01,OUT00059,Independent Pharmacy,Canal,P0001,CardioSafe,Alpha Pharma,63,8623.07,Sell-in,T006
2023-06-01,OUT00054,Chain Pharmacy,Cairo,P0006,NeuroCalm,Zeta Pharma,247,31390.03,Sell-in,T021
2023-06-01,OUT00029,Chain Pharmacy,Alexandria,P0003,Respira,Gamma Pharma,825,54843.47,Sell-in,T030
2023-06-01,OUT00075,Clinic,Delta,P0005,Infecto,Epsilon Pharma,546,33081.43,Sell-in,T011
2023-06-01,OUT00063,Independent Pharmacy,Cairo,P0010,GastroEase,Kappa Pharma,269,47010.32,Sell-in,T021
2023-06-01,OUT00105,Chain Pharmacy,Delta,P0002,GlucoMax,Beta Pharma,552,48978.55,Sell-in,T027
2023-06-01,OUT00085,Hospital,Cairo,P0009,LipiControl,Iota Pharma,788,97354.82,Sell-in,T008
2023-06-01,OUT00100,Chain Pharmacy,Delta,P0007,ArthroRelief,Eta Pharma,231,16060.28,Sell-in,T027
2023-06-01,OUT00064,Independent Pharmacy,Cairo,P0008,Dermacare,Theta Pharma,688,63975.85,Sell-in,T019
2023-06-01,OUT00099,Chain Pharmacy,Cairo,P0010,GastroEase,Kappa Pharma,608,44205.39,Sell-in,T020
2023-06-01,OUT00022,Hospital,Canal,P0010,GastroEase,Kappa Pharma,717,17925.58,Sell-in,T015
2023-06-01,OUT00014,Chain Pharmacy,Canal,P0008,Dermacare,Theta Pharma,383,51790.8,Sell-in,T027
2023-06-01,OUT00097,Clinic,Cairo,P0005,Infecto,Epsilon Pharma,564,83625.71,Sell-in,T021
2023-06-01,OUT00078,Chain Pharmacy,Delta,P0007,ArthroRelief,Eta Pharma,304,29739.58,Sell-in,T026
2023-06-01,OUT00098,Independent Pharmacy,Upper Egypt,P0004,PainFree,Delta Pharma,114,11737.77,Sell-in,T002
2023-06-01,OUT00073,Clinic,Upper Egypt,P0010,GastroEase,Kappa Pharma,103,15972.7,Sell-in,T009
2023-06-01,OUT00066,Clinic,Canal,P0004,PainFree,Delta Pharma,856,59701.84,Sell-in,T022
2023-06-01,OUT00034,Chain Pharmacy,Upper Egypt,P0005,Infecto,Epsilon Pharma,510,63185.33,Sell-in,T030
2023-06-01,OUT00037,Hospital,Alexandria,P0002,GlucoMax,Beta Pharma,239,42735.66,Sell-in,T023
2023-06-01,OUT00104,Independent Pharmacy,Delta,P0008,Dermacare,Theta Pharma,20,902.17,Sell-in,T008
2023-06-01,OUT00108,Clinic,Alexandria,P0006,NeuroCalm,Zeta Pharma,665,66058.63,Sell-in,T006
2023-06-01,OUT00109,Clinic,Canal,P0003,Respira,Gamma Pharma,817,20577.7,Sell-in,T027
2023-06-01,OUT00077,Chain Pharmacy,Delta,P0002,GlucoMax,Beta Pharma,301,7711.93,Sell-in,T020
2023-06-01,OUT00046,Chain Pharmacy,Alexandria,P0001,CardioSafe,Alpha Pharma,418,25077.81,Sell-in,T011
2023-06-01,OUT00048,Hospital,Upper Egypt,P0002,GlucoMax,Beta Pharma,421,45007.75,Sell-in,T020
2023-06-01,OUT00119,Hospital,Cairo,P0001,CardioSafe,Alpha Pharma,31,2005.26,Sell-in,T001
2023-06-01,OUT00103,Clinic,Cairo,P0003,Respira,Gamma Pharma,233,41249.68,Sell-in,T013
2023-06-01,OUT00110,Chain Pharmacy,Delta,P0001,CardioSafe,Alpha Pharma,684,109629.86,Sell-in,T027
2023-06-01,OUT00025,Chain Pharmacy,Cairo,P0008,Dermacare,Theta Pharma,564,34224.12,Sell-in,T003
2023-06-01,OUT00019,Clinic,Canal,P0007,ArthroRelief,Eta Pharma,449,67959.67,Sell-in,T018
2023-06-01,OUT00058,Chain Pharmacy,Giza,P0008,Dermacare,Theta Pharma,533,17925.75,Sell-in,T021
2023-06-01,OUT00092,Independent Pharmacy,Upper Egypt,P0003,Respira,Gamma Pharma,567,64778.15,Sell-in,T002
2023-06-01,OUT00010,Clinic,Canal,P0001,CardioSafe,Alpha Pharma,81,11311.65,Sell-in,T002
2023-06-01,OUT00006,Clinic,Alexandria,P0001,CardioSafe,Alpha Pharma,212,12353.06,Sell-in,T016
2023-06-01,OUT00068,Chain Pharmacy,Cairo,P0007,ArthroRelief,Eta Pharma,221,40772.38,Sell-in,T025
2023-06-01,OUT00030,Chain Pharmacy,Cairo,P0010,GastroEase,Kappa Pharma,212,14027.93,Sell-in,T016
2023-06-01,OUT00052,Independent Pharmacy,Upper Egypt,P0006,NeuroCalm,Zeta Pharma,790,128979.71,Sell-in,T019
2023-06-01,OUT00011,Clinic,Alexandria,P0009,LipiControl,Iota Pharma,543,69721.8,Sell-in,T013
2023-06-01,OUT00082,Hospital,Giza,P0003,Respira,Gamma Pharma,856,146536.99,Sell-in,T027
2023-06-01,OUT00071,Clinic,Delta,P0004,PainFree,Delta Pharma,238,6432.63,Sell-in,T013
2023-06-01,OUT00007,Clinic,Upper Egypt,P0010,GastroEase,Kappa Pharma,726,87849.7,Sell-in,T017
2023-06-01,OUT00117,Clinic,Cairo,P0002,GlucoMax,Beta Pharma,40,1216.98,Sell-in,T013
2023-06-01,OUT00106,Chain Pharmacy,Delta,P0008,Dermacare,Theta Pharma,582,84981.62,Sell-in,T018
2023-06-01,OUT00096,Independent Pharmacy,Cairo,P0002,GlucoMax,Beta Pharma,898,83571.4,Sell-in,T010
2023-06-01,OUT00016,Clinic,Delta,P0004,PainFree,Delta Pharma,504,64919.73,Sell-in,T004
2023-06-01,OUT00036,Independent Pharmacy,Upper Egypt,P0003,Respira,Gamma Pharma,193,28066.7,Sell-in,T024
2023-06-01,OUT00080,Clinic,Delta,P0006,NeuroCalm,Zeta Pharma,691,59894.53,Sell-in,T028
2023-06-01,OUT00087,Chain Pharmacy,Giza,P0008,Dermacare,Theta Pharma,298,39980.48,Sell-in,T009
2023-06-01,OUT00001,Independent Pharmacy,Alexandria,P0003,Respira,Gamma Pharma,377,55275.4,Sell-in,T026
2023-06-01,OUT00072,Chain Pharmacy,Upper Egypt,P0004,PainFree,Delta Pharma,524,27282.02,Sell-in,T015
2023-06-01,OUT00039,Independent Pharmacy,Upper Egypt,P0005,Infecto,Epsilon Pharma,197,35510.07,Sell-in,T030
2023-06-01,OUT00017,Clinic,Giza,P0003,Respira,Gamma Pharma,631,100117.33,Sell-in,T017
2023-06-01,OUT00112,Clinic,Delta,P0004,PainFree,Delta Pharma,130,21472.0,Sell-in,T019
2023-06-01,OUT00114,Independent Pharmacy,Cairo,P0008,Dermacare,Theta Pharma,194,24461.19,Sell-in,T017
